[0]     ItemNum                 !ERROR! 7       item: ItemName                        ("name 'NoMatchError' is not defined",)
[1]     *crv 36 pk              !ERROR! 10      item: CRV $1.80                       ("name 'NoMatchError' is not defined",)
[2]     *crv05                  !ERROR! 6       item: CRV 5 cents                     ("name 'NoMatchError' is not defined",)
[3]     *crv1.75                !ERROR! 8       item: CRV $1.75                       ('EAN code can only contain numbers.',)
[4]     *crv10                  !ERROR! 6       item: CRV 10 cents                    ("name 'NoMatchError' is not defined",)
[5]     *crv100                 !ERROR! 7       item: CRV 1.00 cents                  ("name 'NoMatchError' is not defined",)
[6]     *crv120                 !ERROR! 7       item: CRV 1.20 cents                  ("name 'NoMatchError' is not defined",)
[7]     *crv150                 !ERROR! 7       item: CRV 1.50 cents                  ("name 'NoMatchError' is not defined",)
[8]     *crv20                  !ERROR! 6       item: CRV 20 cents                    ("name 'NoMatchError' is not defined",)
[9]     *crv200                 !ERROR! 7       item: CRV 2.00                        ("name 'NoMatchError' is not defined",)
[10]    *crv30                  !ERROR! 6       item: CRV 30 cents                    ("name 'NoMatchError' is not defined",)
[11]    *crv40                  !ERROR! 6       item: CRV 40 cents                    ("name 'NoMatchError' is not defined",)
[12]    *crv45                  !ERROR! 6       item: CRV 45 cents                    ("name 'NoMatchError' is not defined",)
[13]    *crv60                  !ERROR! 6       item: CRV 60 cents                    ("name 'NoMatchError' is not defined",)
[14]    *crv75                  !ERROR! 6       item: CRV 75 cents                    ("name 'NoMatchError' is not defined",)
[15]    *crv90                  !ERROR! 6       item: CRV 90 cents                    ("name 'NoMatchError' is not defined",)
[1114]  03424005                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1115]  03424102                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1116]  03424607                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1117]  03424704                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1118]  03424801                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1119]  03431209                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1120]  03432004                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1121]  03432314                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1122]  03433003                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1123]  03434002                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1124]  03434914                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1125]  03435418                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1126]  03435515                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1127]  03437009                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1128]  03438716                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1129]  03441507                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1130]  03444009                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1131]  03448005                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1132]  034500630184            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1133]  03450204                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1134]  03452105                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1135]  03452202                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1136]  03454501                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1137]  03455519                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1138]  03455917                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1139]  03461219                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1140]  03462218                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1141]  03466506                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1142]  03471906                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1143]  03476406                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1144]  03476707                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1145]  03484308                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1146]  03484706                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1147]  034856001751            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1148]  034856028925            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1149]  034856050940            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1150]  03488012                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1151]  03499504                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1152]  035000053602            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1153]  035000446275            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1154]  035000446282            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1155]  035000446688            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1156]  035000446725            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1157]  035000448835            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1158]  035000448842            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1159]  035000460462            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1160]  035000463760            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1161]  035000464132            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1162]  035000511119            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1163]  035000514066            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1164]  035000551146            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1165]  035000975621            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1166]  035496006601            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1167]  035751111064            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1168]  035751111071            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1169]  035751111095            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1170]  035751111125            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1171]  035751111132            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1172]  035751111149            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1173]  035751113044            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1174]  035751114256            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1175]  035751114294            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1176]  035751117004            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1177]  035751318050            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1178]  035751318074            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1179]  035751318098            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1180]  036000010039            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1181]  036000012477            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1182]  036000030105            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1183]  036000038002            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1184]  036000123234            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1185]  036000150636            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1186]  036000212709            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1187]  036000260854            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1188]  036000287400            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1189]  036000374575            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1190]  036000517408            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1191]  036200223024            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1192]  036500303778            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1193]  036632071262            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1194]  036632074591            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1195]  037000003106            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1196]  037000003229            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1197]  037000003403            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1198]  037000277828            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1199]  037000315018            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1200]  037000479710            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1201]  037000510420            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1202]  037000513117            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1203]  037000613138            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1204]  037000730248            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1205]  037000739364            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1206]  037000748991            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1207]  037000754763            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1208]  037000762300            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1209]  037000823070            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1210]  037000873372            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1211]  037000949305            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1212]  037000956587            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1213]  037000956600            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1214]  037000962526            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1215]  037000962564            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1216]  037000962601            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1217]  037000967989            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1218]  037182990362            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1219]  037600115445            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1220]  037600138727            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1221]  037600223188            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1222]  037600223348            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1223]  037600241939            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1224]  03760137                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1225]  037900990612            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1226]  037900990636            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1227]  037900991428            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1228]  037900991442            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1229]  038000001109            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1230]  038000138416            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1231]  038000138430            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1232]  038000138577            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1233]  038000138607            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1234]  038000138874            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1235]  038000178290            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1236]  038000180606            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1237]  038000197840            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1238]  038000197857            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1239]  038000197864            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1240]  038000245534            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1241]  038000245565            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1242]  038000249396            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1243]  038000265013            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1244]  038000635304            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1245]  038000635601            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1246]  038000635700            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1247]  038000765414            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1248]  038000845512            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1249]  038000845529            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1250]  038000845536            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1251]  038000863509            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1252]  03811009                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1253]  038200000063            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1254]  038200000094            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1255]  038200000902            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1256]  038200000926            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1257]  038900001391            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1258]  038900001438            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1259]  038900004620            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1260]  038900004699            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1261]  038900004736            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1262]  038900008086            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1263]  038900008185            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1264]  038900009472            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1265]  038900009632            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1266]  039000086639            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1267]  039000086691            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1268]  039101004549            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1269]  039101022123            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1270]  039101028125            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1271]  039101029436            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1272]  039101046242            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1273]  039101046440            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1274]  039101046884            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1275]  039101046952            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1276]  039101067629            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1277]  040000001607            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1278]  040000001638            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1279]  040000002376            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1280]  040000004455            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1281]  040000394129            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1282]  040000422068            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1283]  040000424314            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1284]  040000441489            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1285]  040000459842            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1286]  040000459859            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1287]  040000474173            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1288]  040000476528            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1289]  040000490845            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1290]  040000494546            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1291]  040000502449            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1292]  040000508861            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1293]  040000513223            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1294]  040000542636            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1295]  040000551829            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1296]  040000560470            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1297]  04003100                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1298]  04003207                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1299]  04010508                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1300]  04014407                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1301]  04015600                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1302]  04016007                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1303]  04016201                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1304]  04026305                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1305]  04040101                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1306]  04043108                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1307]  04043205                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1308]  04043506                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1309]  04044505                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1310]  040900502563            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1311]  041000054143            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1312]  041000214899            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1313]  041000454899            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1314]  041100005670            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1315]  041100005694            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1316]  041100006783            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1317]  041100080226            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1318]  041100086471            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1319]  041116001505            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1320]  041116005190            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1321]  041116005343            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1322]  041116005824            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1323]  041116005923            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1324]  041116005954            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1325]  041116011184            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1326]  041116215001            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1327]  041116232190            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1328]  041116232206            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1329]  041116255007            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[1330]  041116261008            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
